transaction_id,product_name,product_category,quantity_sold,unit_price,date_of_transaction,total_amount,inventory_stock
TXN-06440,Ice Cream Cup,Food & Snacks,5,34.43,2024-05-23,172.15,87
TXN-06017,Laundry Detergent 500G,Household Supplies,3,83.09,2024-05-23,249.27,85
TXN-06208,Potato Chips 60G,Food & Snacks,9,36.54,2024-05-23,328.86,194
TXN-06178,Biscuit Pack,Food & Snacks,11,24.46,2024-05-23,269.06,178
TXN-04772,Canned Sardines,Grocery,8,27.38,2024-05-23,219.04,30
TXN-03142,"Bond Paper (Short, 10S)",School & Office Supplies,5,30.35,2024-05-24,151.75,300
TXN-03138,Usb Charging Cable,Electronics,2,155.78,2024-05-24,311.56,441
TXN-06429,Peanuts 100G,Food & Snacks,11,28.13,2024-05-24,309.43,14
TXN-06129,Canned Sardines,Grocery,7,28.09,2024-05-24,196.63,52
TXN-01998,Coffee Sachet (10S),Grocery,1,65.09,2024-05-25,65.09,249
TXN-05939,Sugar 1Kg,Grocery,9,74.34,2024-05-25,669.06,200
TXN-05614,Bottled Water 1.5L,Grocery,4,26.07,2024-05-25,104.28,120
TXN-01969,Cotton Balls,Personal Care,3,34.33,2024-05-25,102.99,151
TXN-04527,Juice Drink 250Ml,Food & Snacks,4,18.06,2024-05-26,72.24,145
TXN-05341,Floor Mop,Household Supplies,2,253.55,2024-05-26,507.1,172
TXN-03404,Digital Alarm Clock,Electronics,2,290.95,2024-05-26,581.9,393
TXN-03919,Soy Sauce 350Ml,Grocery,6,34.76,2024-05-26,208.56,254
TXN-02200,Cotton Balls,Personal Care,3,33.54,2024-05-26,100.62,145
TXN-01623,Bath Soap,Personal Care,1,45.25,2024-05-26,45.25,229
TXN-02047,Lollipop Candy,Food & Snacks,8,4.95,2024-05-26,39.6,303
TXN-05401,Shampoo Sachet,Personal Care,1,7.72,2024-05-27,7.72,9
TXN-04252,Alcohol 70% 500Ml,Personal Care,1,91.38,2024-05-27,91.38,296
TXN-02034,Softdrink 1.5L,Food & Snacks,7,66.45,2024-05-27,465.15,188
TXN-02075,Vinegar 350Ml,Grocery,4,30.66,2024-05-27,122.64,304
TXN-05636,Alcohol 70% 500Ml,Personal Care,1,99.01,2024-05-27,99.01,270
TXN-03170,Evaporated Milk,Grocery,8,41.78,2024-05-28,334.24,180
TXN-06431,Peanuts 100G,Food & Snacks,7,28.9,2024-05-28,202.3,7
TXN-04715,"Bond Paper (Short, 10S)",School & Office Supplies,1,30.42,2024-05-28,30.42,211
TXN-05756,Electric Fan (Desk),Electronics,2,790.28,2024-05-28,1580.56,376
TXN-01694,Shampoo Sachet,Personal Care,1,7.71,2024-05-29,7.71,123
TXN-03414,Chocolate Bar,Food & Snacks,2,29.5,2024-05-29,59.0,112
TXN-03692,Cotton Balls,Personal Care,4,35.76,2024-05-29,143.04,80
TXN-03812,White Rice 2Kg,Grocery,7,114.69,2024-05-29,802.83,448
TXN-03193,Chocolate Bar,Food & Snacks,10,30.09,2024-05-29,300.9,135
TXN-02124,Cooking Oil 1L,Grocery,3,91.31,2024-05-29,273.93,192
TXN-02845,Air Freshener Spray,Household Supplies,1,134.57,2024-05-29,134.57,123
TXN-01216,Instant Noodles (Pack),Grocery,5,14.96,2024-05-29,74.8,135
TXN-05105,Toothbrush,Personal Care,1,54.16,2024-05-30,54.16,38
TXN-02539,Potato Chips 60G,Food & Snacks,11,33.79,2024-05-30,371.69,151
TXN-02726,Canned Sardines,Grocery,2,29.38,2024-05-30,58.76,97
TXN-02945,Air Freshener Spray,Household Supplies,1,129.0,2024-05-30,129.0,122
TXN-06293,Staple Wire,School & Office Supplies,3,35.18,2024-05-31,105.54,90
TXN-01560,Bath Soap,Personal Care,1,44.95,2024-05-31,44.95,234
TXN-04045,Usb Charging Cable,Electronics,2,153.08,2024-05-31,306.16,428
TXN-03529,Facial Wash 50Ml,Personal Care,1,124.29,2024-05-31,124.29,340
TXN-04576,Stapler,School & Office Supplies,5,189.06,2024-05-31,945.3,113
TXN-02203,Sugar 1Kg,Grocery,8,71.56,2024-05-31,572.48,66
TXN-03754,Cooking Oil 1L,Grocery,9,92.68,2024-06-01,834.12,242
TXN-02653,Toothpaste 75G,Personal Care,2,66.47,2024-06-01,132.94,240
TXN-02749,Toothpaste 75G,Personal Care,1,62.16,2024-06-01,62.16,235
TXN-02397,Dishwashing Liquid 500Ml,Household Supplies,2,75.91,2024-06-01,151.82,314
TXN-05462,Phone Case,Electronics,1,207.73,2024-06-01,207.73,306
TXN-03242,Mosquito Coil (10S),Household Supplies,1,56.26,2024-06-01,56.26,452
TXN-05315,Soy Sauce 350Ml,Grocery,2,35.82,2024-06-01,71.64,480
TXN-02295,Soy Sauce 350Ml,Grocery,2,34.02,2024-06-01,68.04,185
TXN-03289,Deodorant Roll-On,Personal Care,1,92.42,2024-06-01,92.42,165
TXN-01935,Electric Fan (Desk),Electronics,2,814.79,2024-06-02,1629.58,438
TXN-01474,Canned Sardines,Grocery,5,27.45,2024-06-02,137.25,290
TXN-02893,Trash Bag (10S),Household Supplies,3,52.64,2024-06-02,157.92,340
TXN-05602,Wireless Earbuds,Electronics,1,1325.85,2024-06-02,1325.85,223
TXN-02669,Lotion 200Ml,Personal Care,2,149.88,2024-06-02,299.76,134
TXN-06438,Ice Cream Cup,Food & Snacks,7,33.92,2024-06-03,237.44,92
TXN-02647,Notebook 80 Leaves,School & Office Supplies,3,56.18,2024-06-03,168.54,382
TXN-05935,Bath Soap,Personal Care,4,42.89,2024-06-03,171.56,48
TXN-05768,Toothbrush,Personal Care,4,56.94,2024-06-03,227.76,9
TXN-05922,Toothpaste 75G,Personal Care,1,64.43,2024-06-04,64.43,101
TXN-05891,Cooking Oil 1L,Grocery,9,89.99,2024-06-04,809.91,285
TXN-02205,Dishwashing Liquid 500Ml,Household Supplies,1,72.49,2024-06-04,72.49,323
TXN-03084,Usb Charging Cable,Electronics,1,150.76,2024-06-04,150.76,443
TXN-06001,Staple Wire,School & Office Supplies,6,34.65,2024-06-05,207.9,95
TXN-02091,Alcohol 70% 500Ml,Personal Care,2,95.71,2024-06-05,191.42,389
TXN-02680,Folder (Long),School & Office Supplies,5,17.99,2024-06-05,89.95,288
TXN-03384,Folder (Long),School & Office Supplies,4,17.68,2024-06-05,70.72,264
TXN-04065,Air Freshener Spray,Household Supplies,3,132.6,2024-06-06,397.8,93
TXN-06049,Chocolate Bar,Food & Snacks,8,31.23,2024-06-06,249.84,11
TXN-01660,Highlighter,School & Office Supplies,5,47.05,2024-06-06,235.25,158
TXN-05019,Fabric Conditioner 500Ml,Household Supplies,3,98.8,2024-06-06,296.4,230
TXN-02179,Facial Wash 50Ml,Personal Care,1,117.05,2024-06-06,117.05,409
TXN-04062,Scotch Tape,School & Office Supplies,1,25.91,2024-06-06,25.91,201
TXN-04187,Vinegar 350Ml,Grocery,8,29.1,2024-06-07,232.8,7
TXN-01165,Coffee Sachet (10S),Grocery,9,63.85,2024-06-07,574.65,412
TXN-04652,Peanuts 100G,Food & Snacks,4,28.96,2024-06-07,115.84,185
TXN-06408,Electric Fan (Desk),Electronics,1,774.52,2024-06-07,774.52,366
TXN-01860,Broom (Walis Tingting),Household Supplies,1,65.48,2024-06-07,65.48,399
TXN-04807,Coffee Sachet (10S),Grocery,8,67.95,2024-06-07,543.6,105
TXN-04984,Power Bank 10000Mah,Electronics,2,894.97,2024-06-07,1789.94,169
TXN-03381,Softdrink 1.5L,Food & Snacks,1,62.87,2024-06-07,62.87,181
TXN-01096,Candle (6S),Household Supplies,3,43.78,2024-06-08,131.34,439
TXN-04417,Shampoo Sachet,Personal Care,4,8.32,2024-06-08,33.28,38
TXN-04445,Led Desk Lamp,Electronics,1,529.14,2024-06-08,529.14,432
TXN-04809,Biscuit Pack,Food & Snacks,7,25.14,2024-06-08,175.98,359
TXN-01403,Lollipop Candy,Food & Snacks,3,5.21,2024-06-08,15.63,426
TXN-04992,Instant Noodles (Pack),Grocery,7,15.64,2024-06-08,109.48,8
TXN-04494,Cotton Balls,Personal Care,2,35.49,2024-06-08,70.98,60
TXN-03303,Lotion 200Ml,Personal Care,1,149.8,2024-06-09,149.8,101
TXN-04055,Ballpen (Black),School & Office Supplies,1,12.52,2024-06-09,12.52,313
TXN-04878,Broom (Walis Tingting),Household Supplies,1,66.57,2024-06-09,66.57,345
TXN-05611,Sugar 1Kg,Grocery,6,74.21,2024-06-09,445.26,253
TXN-02239,Notebook 80 Leaves,School & Office Supplies,7,53.35,2024-06-09,373.45,413
TXN-03668,Energy Drink 250Ml,Food & Snacks,8,44.17,2024-06-09,353.36,249
TXN-01913,Shampoo Sachet,Personal Care,3,7.63,2024-06-10,22.89,120
TXN-06048,Potato Chips 60G,Food & Snacks,6,34.31,2024-06-10,205.86,218
TXN-03280,Sponge Scrub (2S),Household Supplies,1,35.3,2024-06-10,35.3,241
TXN-05266,Toothpaste 75G,Personal Care,1,62.35,2024-06-10,62.35,135
TXN-03568,"Bond Paper (Short, 10S)",School & Office Supplies,5,31.35,2024-06-11,156.75,274
TXN-04792,Trash Bag (10S),Household Supplies,2,56.49,2024-06-11,112.98,290
TXN-05481,Extension Cord,Electronics,2,333.07,2024-06-11,666.14,106
TXN-05915,Bottled Water 1.5L,Grocery,4,26.07,2024-06-11,104.28,66
TXN-04392,Scotch Tape,School & Office Supplies,2,25.73,2024-06-11,51.46,173
TXN-02537,"Bond Paper (Short, 10S)",School & Office Supplies,1,30.26,2024-06-11,30.26,335
TXN-04824,Bottled Water 1.5L,Grocery,5,24.23,2024-06-11,121.15,250
TXN-03456,Toothbrush,Personal Care,1,53.69,2024-06-11,53.69,136
TXN-05502,Eraser,School & Office Supplies,5,15.65,2024-06-11,78.25,466
TXN-06358,Extension Cord,Electronics,1,362.0,2024-06-11,362.0,102
TXN-02613,Eraser,School & Office Supplies,2,14.58,2024-06-11,29.16,132
TXN-06448,Ice Cream Cup,Food & Snacks,4,33.93,2024-06-11,135.72,83
TXN-02024,Broom (Walis Tingting),Household Supplies,3,68.12,2024-06-12,204.36,394
TXN-01654,Instant Noodles (Pack),Grocery,4,15.08,2024-06-12,60.32,43
TXN-03194,Folder (Long),School & Office Supplies,3,18.02,2024-06-12,54.06,274
TXN-03507,Sanitary Napkin (8S),Personal Care,1,79.73,2024-06-13,79.73,303
TXN-05827,Potato Chips 60G,Food & Snacks,8,36.64,2024-06-13,293.12,247
TXN-05665,Bath Soap,Personal Care,3,46.26,2024-06-13,138.78,68
TXN-04647,Juice Drink 250Ml,Food & Snacks,7,17.98,2024-06-14,125.86,130
TXN-02877,Dishwashing Liquid 500Ml,Household Supplies,1,75.09,2024-06-14,75.09,311
TXN-01219,Stapler,School & Office Supplies,2,197.02,2024-06-14,394.04,329
TXN-05402,Sanitary Napkin (8S),Personal Care,4,81.46,2024-06-14,325.84,223
TXN-05798,Peanuts 100G,Food & Snacks,2,29.32,2024-06-15,58.64,97
TXN-05563,Chocolate Bar,Food & Snacks,6,29.06,2024-06-15,174.36,130
TXN-02631,Bottled Water 1.5L,Grocery,6,25.36,2024-06-15,152.16,179
TXN-06216,Highlighter,School & Office Supplies,7,44.44,2024-06-15,311.08,291
TXN-04574,White Rice 2Kg,Grocery,4,125.53,2024-06-15,502.12,321
TXN-03890,Evaporated Milk,Grocery,9,43.77,2024-06-15,393.93,82
TXN-01604,Candle (6S),Household Supplies,1,44.09,2024-06-15,44.09,417
TXN-03680,Sponge Scrub (2S),Household Supplies,1,33.77,2024-06-15,33.77,230
TXN-05065,Peanuts 100G,Food & Snacks,1,29.09,2024-06-15,29.09,151
TXN-01084,Screen Protector,Electronics,1,101.4,2024-06-16,101.4,264
TXN-01837,Lotion 200Ml,Personal Care,2,144.25,2024-06-16,288.5,181
TXN-03279,Potato Chips 60G,Food & Snacks,7,33.67,2024-06-16,235.69,88
TXN-01766,Staple Wire,School & Office Supplies,4,34.6,2024-06-16,138.4,319
TXN-01579,Ballpen (Black),School & Office Supplies,3,12.4,2024-06-17,37.2,437
TXN-02783,Lollipop Candy,Food & Snacks,10,4.8,2024-06-17,48.0,168
TXN-02095,Chocolate Bar,Food & Snacks,9,28.89,2024-06-17,260.01,271
TXN-04690,Lotion 200Ml,Personal Care,3,156.34,2024-06-17,469.02,22
TXN-03007,Highlighter,School & Office Supplies,4,46.02,2024-06-17,184.08,104
TXN-05422,Energy Drink 250Ml,Food & Snacks,2,46.51,2024-06-17,93.02,11
TXN-05398,Peanuts 100G,Food & Snacks,2,28.3,2024-06-17,56.6,128
TXN-01631,Broom (Walis Tingting),Household Supplies,1,66.3,2024-06-17,66.3,402
TXN-05464,Softdrink 1.5L,Food & Snacks,8,67.85,2024-06-17,542.8,142
TXN-04810,Deodorant Roll-On,Personal Care,4,88.08,2024-06-17,352.32,89
TXN-04322,Sponge Scrub (2S),Household Supplies,2,34.17,2024-06-18,68.34,219
TXN-03517,Facial Wash 50Ml,Personal Care,2,123.18,2024-06-18,246.36,341
TXN-04353,Lollipop Candy,Food & Snacks,10,4.8,2024-06-18,48.0,455
TXN-02323,Juice Drink 250Ml,Food & Snacks,2,17.64,2024-06-19,35.28,284
TXN-04230,Coffee Sachet (10S),Grocery,8,67.05,2024-06-20,536.4,160
TXN-05469,Highlighter,School & Office Supplies,4,45.56,2024-06-20,182.24,331
TXN-03931,Canned Sardines,Grocery,2,29.51,2024-06-20,59.02,150
TXN-04011,Scotch Tape,School & Office Supplies,1,25.34,2024-06-20,25.34,203
TXN-03574,"Bond Paper (Short, 10S)",School & Office Supplies,6,31.5,2024-06-21,189.0,268
TXN-04743,Ice Cream Cup,Food & Snacks,5,36.7,2024-06-21,183.5,294
TXN-04934,Coffee Sachet (10S),Grocery,3,62.08,2024-06-22,186.24,84
TXN-03561,Usb Charging Cable,Electronics,2,147.35,2024-06-22,294.7,435
TXN-02810,Ballpen (Black),School & Office Supplies,3,12.37,2024-06-22,37.11,380
TXN-05252,Potato Chips 60G,Food & Snacks,9,35.26,2024-06-22,317.34,311
TXN-05305,Ice Cream Cup,Food & Snacks,11,35.36,2024-06-23,388.96,245
TXN-04586,Juice Drink 250Ml,Food & Snacks,3,17.65,2024-06-23,52.95,142
TXN-04071,Evaporated Milk,Grocery,3,41.6,2024-06-23,124.8,31
TXN-05679,Instant Noodles (Pack),Grocery,2,14.88,2024-06-23,29.76,289
TXN-03552,Floor Mop,Household Supplies,1,243.07,2024-06-24,243.07,208
TXN-04231,Usb Charging Cable,Electronics,2,152.61,2024-06-24,305.22,423
TXN-03300,Energy Drink 250Ml,Food & Snacks,1,43.18,2024-06-24,43.18,305
TXN-03086,Soy Sauce 350Ml,Grocery,9,33.85,2024-06-24,304.65,29
TXN-01319,Bath Soap,Personal Care,2,44.31,2024-06-24,88.62,241
TXN-05149,Electric Fan (Desk),Electronics,1,828.38,2024-06-25,828.38,386
TXN-05493,Facial Wash 50Ml,Personal Care,1,114.78,2024-06-25,114.78,244
TXN-02699,Staple Wire,School & Office Supplies,6,35.92,2024-06-25,215.52,265
TXN-03405,Lotion 200Ml,Personal Care,1,149.95,2024-06-25,149.95,100
TXN-02141,Lollipop Candy,Food & Snacks,3,4.79,2024-06-26,14.37,300
TXN-04005,Fabric Conditioner 500Ml,Household Supplies,2,98.87,2024-06-27,197.74,252
TXN-01135,Ice Cream Cup,Food & Snacks,4,34.69,2024-06-27,138.76,439
TXN-06114,Evaporated Milk,Grocery,3,43.59,2024-06-27,130.77,385
TXN-06083,Toothpaste 75G,Personal Care,2,68.03,2024-06-27,136.06,89
TXN-06223,Soy Sauce 350Ml,Grocery,5,36.74,2024-06-28,183.7,417
TXN-06482,Ice Cream Cup,Food & Snacks,3,35.17,2024-06-28,105.51,80
TXN-03794,Potato Chips 60G,Food & Snacks,2,34.69,2024-06-28,69.38,26
TXN-05697,White Rice 2Kg,Grocery,1,125.22,2024-06-28,125.22,135
TXN-03026,Pencil,School & Office Supplies,3,10.13,2024-06-28,30.39,233
TXN-03632,Instant Noodles (Pack),Grocery,5,15.12,2024-06-29,75.6,245
TXN-05876,Broom (Walis Tingting),Household Supplies,1,65.52,2024-06-29,65.52,325
TXN-03721,Alcohol 70% 500Ml,Personal Care,4,91.7,2024-06-29,366.8,313
TXN-06065,Canned Sardines,Grocery,3,28.75,2024-06-29,86.25,65
TXN-04882,Extension Cord,Electronics,2,334.12,2024-06-29,668.24,121
TXN-05850,Dishwashing Liquid 500Ml,Household Supplies,2,77.43,2024-06-30,154.86,243
TXN-02944,Energy Drink 250Ml,Food & Snacks,6,42.9,2024-06-30,257.4,352
TXN-01012,Sugar 1Kg,Grocery,5,72.77,2024-06-30,363.85,234
TXN-01896,Vinegar 350Ml,Grocery,7,29.57,2024-06-30,206.99,339
TXN-01852,Instant Noodles (Pack),Grocery,9,15.63,2024-06-30,140.67,2
TXN-03999,Instant Noodles (Pack),Grocery,5,15.19,2024-06-30,75.95,169
TXN-04495,"Bond Paper (Short, 10S)",School & Office Supplies,4,29.72,2024-07-01,118.88,213
TXN-06142,Ice Cream Cup,Food & Snacks,10,36.2,2024-07-01,362.0,149
TXN-02264,Facial Wash 50Ml,Personal Care,4,114.56,2024-07-01,458.24,401
TXN-04469,Pencil,School & Office Supplies,2,10.39,2024-07-01,20.78,195
TXN-04710,Digital Alarm Clock,Electronics,1,304.92,2024-07-01,304.92,363
TXN-06289,Sugar 1Kg,Grocery,7,76.51,2024-07-01,535.57,115
TXN-03875,Lotion 200Ml,Personal Care,2,146.33,2024-07-01,292.66,81
TXN-03004,Sugar 1Kg,Grocery,3,76.95,2024-07-01,230.85,363
TXN-04750,Deodorant Roll-On,Personal Care,3,88.5,2024-07-01,265.5,95
TXN-01757,Cooking Oil 1L,Grocery,6,85.55,2024-07-02,513.3,257
TXN-02935,Bread Loaf,Food & Snacks,6,66.23,2024-07-02,397.38,29
TXN-04183,Sponge Scrub (2S),Household Supplies,2,34.11,2024-07-02,68.22,221
TXN-06051,Canned Sardines,Grocery,9,29.32,2024-07-02,263.88,68
TXN-03429,Juice Drink 250Ml,Food & Snacks,3,18.53,2024-07-03,55.59,72
TXN-05175,Laundry Detergent 500G,Household Supplies,1,84.16,2024-07-03,84.16,119
TXN-02722,Biscuit Pack,Food & Snacks,7,24.94,2024-07-03,174.58,311
TXN-01117,Instant Noodles (Pack),Grocery,9,15.39,2024-07-04,138.51,146
TXN-03195,Notebook 80 Leaves,School & Office Supplies,1,56.84,2024-07-04,56.84,366
TXN-03133,Juice Drink 250Ml,Food & Snacks,1,17.81,2024-07-04,17.81,144
TXN-04673,Lotion 200Ml,Personal Care,4,150.63,2024-07-04,602.52,25
TXN-04448,Potato Chips 60G,Food & Snacks,6,35.66,2024-07-04,213.96,430
TXN-04907,Screen Protector,Electronics,1,100.25,2024-07-04,100.25,201
TXN-05882,Toothbrush,Personal Care,4,57.47,2024-07-04,229.88,0
TXN-04278,Candle (6S),Household Supplies,1,46.81,2024-07-05,46.81,369
TXN-03440,Evaporated Milk,Grocery,4,43.92,2024-07-05,175.68,146
TXN-05385,Lotion 200Ml,Personal Care,1,155.94,2024-07-05,155.94,404
TXN-03055,Sanitary Napkin (8S),Personal Care,3,75.76,2024-07-05,227.28,324
TXN-02671,White Rice 2Kg,Grocery,2,125.72,2024-07-05,251.44,165
TXN-03675,Soy Sauce 350Ml,Grocery,5,34.07,2024-07-05,170.35,289
TXN-04320,Biscuit Pack,Food & Snacks,1,25.62,2024-07-06,25.62,15
TXN-03167,Alcohol 70% 500Ml,Personal Care,3,90.54,2024-07-06,271.62,335
TXN-04043,Bath Soap,Personal Care,1,43.94,2024-07-06,43.94,131
TXN-05608,Vinegar 350Ml,Grocery,6,28.61,2024-07-06,171.66,64
TXN-03052,Sanitary Napkin (8S),Personal Care,2,81.71,2024-07-06,163.42,327
TXN-01625,Shampoo Sachet,Personal Care,4,8.36,2024-07-06,33.44,124
TXN-01988,Sanitary Napkin (8S),Personal Care,1,77.75,2024-07-06,77.75,371
TXN-05056,Pencil,School & Office Supplies,5,9.82,2024-07-07,49.1,149
TXN-05233,Lollipop Candy,Food & Snacks,5,5.15,2024-07-08,25.75,355
TXN-02829,Bread Loaf,Food & Snacks,3,62.16,2024-07-08,186.48,48
TXN-01153,Air Freshener Spray,Household Supplies,1,129.54,2024-07-08,129.54,157
TXN-02656,Fabric Conditioner 500Ml,Household Supplies,1,92.1,2024-07-08,92.1,282
TXN-01725,Bath Soap,Personal Care,3,43.6,2024-07-08,130.8,224
TXN-01953,Vinegar 350Ml,Grocery,6,29.88,2024-07-09,179.28,320
TXN-03083,Laundry Detergent 500G,Household Supplies,1,85.86,2024-07-09,85.86,153
TXN-02608,Vinegar 350Ml,Grocery,4,30.55,2024-07-09,122.2,189
TXN-02691,Sugar 1Kg,Grocery,6,73.93,2024-07-10,443.58,11
TXN-05501,Sugar 1Kg,Grocery,5,74.54,2024-07-10,372.7,276
TXN-02379,Staple Wire,School & Office Supplies,4,33.82,2024-07-11,135.28,280
TXN-05103,Electric Fan (Desk),Electronics,1,792.72,2024-07-11,792.72,387
TXN-03981,Bath Soap,Personal Care,1,46.57,2024-07-11,46.57,132
TXN-01004,Chocolate Bar,Food & Snacks,8,30.56,2024-07-11,244.48,388
TXN-01510,Vinegar 350Ml,Grocery,1,29.06,2024-07-12,29.06,377
TXN-01441,Lollipop Candy,Food & Snacks,8,5.12,2024-07-12,40.96,418
TXN-04768,Chocolate Bar,Food & Snacks,7,28.86,2024-07-12,202.02,219
TXN-04893,Phone Case,Electronics,2,191.07,2024-07-12,382.14,320
TXN-05467,Lollipop Candy,Food & Snacks,9,4.96,2024-07-12,44.64,338
TXN-06193,Candle (6S),Household Supplies,2,44.31,2024-07-12,88.62,319
TXN-04090,Lotion 200Ml,Personal Care,4,153.94,2024-07-13,615.76,74
TXN-03323,Canned Sardines,Grocery,6,29.38,2024-07-13,176.28,8
TXN-03541,White Rice 2Kg,Grocery,2,114.2,2024-07-13,228.4,33
TXN-06331,Ice Cream Cup,Food & Snacks,5,35.07,2024-07-14,175.35,125
TXN-05869,Cotton Balls,Personal Care,3,33.81,2024-07-15,101.43,355
TXN-04888,Staple Wire,School & Office Supplies,1,34.07,2024-07-15,34.07,152
TXN-05517,Digital Alarm Clock,Electronics,1,301.77,2024-07-15,301.77,352
TXN-05157,Ice Cream Cup,Food & Snacks,10,33.73,2024-07-16,337.3,256
TXN-05235,Folder (Long),School & Office Supplies,5,17.42,2024-07-16,87.1,124
TXN-05794,Cooking Oil 1L,Grocery,3,92.48,2024-07-16,277.44,299
TXN-02446,Vinegar 350Ml,Grocery,3,29.59,2024-07-17,88.77,240
TXN-01629,Phone Case,Electronics,1,191.96,2024-07-17,191.96,375
TXN-02681,Ice Cream Cup,Food & Snacks,9,36.35,2024-07-17,327.15,205
TXN-01237,Floor Mop,Household Supplies,3,256.5,2024-07-17,769.5,255
TXN-04076,Coffee Sachet (10S),Grocery,9,67.8,2024-07-17,610.2,217
TXN-01059,Dishwashing Liquid 500Ml,Household Supplies,1,77.18,2024-07-17,77.18,346
TXN-05892,Vinegar 350Ml,Grocery,6,29.84,2024-07-18,179.04,282
TXN-04153,Sugar 1Kg,Grocery,2,72.85,2024-07-18,145.7,98
TXN-06320,"Bond Paper (Short, 10S)",School & Office Supplies,2,30.5,2024-07-18,61.0,121
TXN-04555,Ice Cream Cup,Food & Snacks,10,34.55,2024-07-18,345.5,316
TXN-01542,Bread Loaf,Food & Snacks,8,65.95,2024-07-18,527.6,154
TXN-06341,Ballpen (Black),School & Office Supplies,4,12.48,2024-07-18,49.92,178
TXN-04812,Coffee Sachet (10S),Grocery,3,68.01,2024-07-18,204.03,102
TXN-04355,Sanitary Napkin (8S),Personal Care,2,75.25,2024-07-18,150.5,268
TXN-04092,Peanuts 100G,Food & Snacks,3,27.91,2024-07-18,83.73,248
TXN-01029,Vinegar 350Ml,Grocery,1,30.46,2024-07-19,30.46,437
TXN-03489,Energy Drink 250Ml,Food & Snacks,3,46.07,2024-07-19,138.21,272
TXN-01260,Chocolate Bar,Food & Snacks,7,29.43,2024-07-20,206.01,363
TXN-04342,Scotch Tape,School & Office Supplies,7,25.25,2024-07-20,176.75,177
TXN-02291,Cooking Oil 1L,Grocery,8,91.64,2024-07-20,733.12,139
TXN-05989,Floor Mop,Household Supplies,3,259.09,2024-07-20,777.27,151
TXN-03233,Energy Drink 250Ml,Food & Snacks,6,45.36,2024-07-20,272.16,306
TXN-04569,Sugar 1Kg,Grocery,2,73.34,2024-07-21,146.68,22
TXN-02629,Digital Alarm Clock,Electronics,1,296.82,2024-07-21,296.82,410
TXN-02956,Facial Wash 50Ml,Personal Care,1,121.96,2024-07-21,121.96,364
TXN-04363,Instant Noodles (Pack),Grocery,2,15.11,2024-07-21,30.22,95
TXN-05599,Folder (Long),School & Office Supplies,7,18.45,2024-07-22,129.15,101
TXN-04345,Folder (Long),School & Office Supplies,7,17.53,2024-07-22,122.71,187
TXN-05593,Soy Sauce 350Ml,Grocery,9,36.22,2024-07-22,325.98,445
TXN-02346,Toothpaste 75G,Personal Care,3,66.21,2024-07-22,198.63,258
TXN-05828,Coffee Sachet (10S),Grocery,2,63.25,2024-07-22,126.5,161
TXN-01276,Soy Sauce 350Ml,Grocery,7,36.65,2024-07-22,256.55,291
TXN-02622,Eraser,School & Office Supplies,5,15.39,2024-07-22,76.95,127
TXN-01102,Energy Drink 250Ml,Food & Snacks,10,44.66,2024-07-23,446.6,266
TXN-03778,Highlighter,School & Office Supplies,4,44.06,2024-07-23,176.24,65
TXN-01220,Highlighter,School & Office Supplies,1,44.58,2024-07-23,44.58,204
TXN-05480,Lotion 200Ml,Personal Care,3,145.24,2024-07-23,435.72,401
TXN-02723,Chocolate Bar,Food & Snacks,8,28.92,2024-07-23,231.36,178
TXN-03036,Staple Wire,School & Office Supplies,5,35.61,2024-07-23,178.05,248
TXN-02159,Canned Sardines,Grocery,7,28.42,2024-07-24,198.94,175
TXN-02436,Eraser,School & Office Supplies,5,14.68,2024-07-24,73.4,150
TXN-02976,Evaporated Milk,Grocery,9,41.3,2024-07-24,371.7,232
TXN-03175,Air Freshener Spray,Household Supplies,1,132.94,2024-07-24,132.94,118
TXN-04425,Instant Noodles (Pack),Grocery,1,15.37,2024-07-25,15.37,85
TXN-02809,Chocolate Bar,Food & Snacks,6,29.0,2024-07-25,174.0,162
TXN-04667,Juice Drink 250Ml,Food & Snacks,7,18.11,2024-07-26,126.77,110
TXN-02303,Juice Drink 250Ml,Food & Snacks,6,17.14,2024-07-26,102.84,286
TXN-06280,Candle (6S),Household Supplies,1,46.24,2024-07-27,46.24,314
TXN-04895,Folder (Long),School & Office Supplies,3,18.74,2024-07-27,56.22,139
TXN-04404,Sugar 1Kg,Grocery,7,74.88,2024-07-28,524.16,38
TXN-03046,Biscuit Pack,Food & Snacks,5,25.68,2024-07-28,128.4,259
TXN-03163,Peanuts 100G,Food & Snacks,2,27.47,2024-07-28,54.94,347
TXN-02150,Led Desk Lamp,Electronics,2,548.55,2024-07-28,1097.1,470
TXN-03584,Scotch Tape,School & Office Supplies,4,23.9,2024-07-28,95.6,225
TXN-05361,Energy Drink 250Ml,Food & Snacks,7,45.83,2024-07-28,320.81,20
TXN-03244,Sugar 1Kg,Grocery,2,72.25,2024-07-28,144.5,314
TXN-03448,Alcohol 70% 500Ml,Personal Care,2,96.18,2024-07-28,192.36,326
TXN-03847,Lotion 200Ml,Personal Care,1,151.87,2024-07-28,151.87,83
TXN-05427,Sugar 1Kg,Grocery,7,73.22,2024-07-29,512.54,303
TXN-02775,Softdrink 1.5L,Food & Snacks,4,66.34,2024-07-30,265.36,95
TXN-03589,Coffee Sachet (10S),Grocery,7,65.94,2024-07-30,461.58,302
TXN-01422,Dishwashing Liquid 500Ml,Household Supplies,1,78.51,2024-07-30,78.51,340
